遇到逆竟时，我们必须勇于面对，而且要愈挫愈勇，这样我们才能朝著成功之路前进。	遇到逆境时，我们必须勇于面对，而且要愈挫愈勇，这样我们才能朝著成功之路前进。
很多朋友应为大学时半工半读，功课还维持的非常好，老板就很欣赏，给他们工作机会。	很多朋友因为大学时半工半读，功课还维持得非常好，老板就很欣赏，给他们工作机会。
要是自己是老板，你比较愿意雇谁当你的新员工，一个有社会经验的学生还是一位只会读书的人？	要是自己是老板，你比较愿意雇谁当你的新员工，一个有社会经验的学生还是一位只会读书的人？
家里要是有能力送学生读书不办工，我还是推荐他么去学习学习。	家里要是有能力送学生读书不半工，我还是推荐他们去学习学习。
在读书的时候打工可以发现自己的能力到那些程度而慢慢去培养	在读书的时候打工可以发现自己的能力到哪些程度而慢慢去培养
这样一来，毕业之后就不必担心自己赶不上社会的环境了。	这样一来，毕业之后就不必担心自己赶不上社会的环境了。
大学生半工半读，有不是什么很特别的事情。	大学生半工半读，又不是什么很特别的事情。
因为打工时会影响到大学生的学习时间及学习精神，从而降低学生的学习成绩。	因为打工时会影响到大学生的学习时间及学习精神，从而降低学生的学习成绩。
大学生应该好好念书，等到毕业以后再找工作也不晚。	大学生应该好好念书，等到毕业以后再找工作也不晚。
但是也有很多人支持打学生半工半读。他们认为这样好处多于坏处。	但是也有很多人支持大学生半工半读。他们认为这样好处多于坏处。
我是支持大学生半工半读的人。为什么？因为大学生出去打工，每个月可以多赚一笔钱。	我是支持大学生半工半读的人。为什么？因为大学生出去打工，每个月可以多赚一笔钱。
这对他们家庭，由其是家境贫困的家庭会有很多帮助。	这对他们家庭，尤其是家境贫困的家庭会有很多帮助。
大学生自己去找工作，自己要付出力气工作，他们才能理解父母每天上班的痛苦，才能理解赚一毛钱是怎么难	大学生自己去找工作，自己要付出力气工作，他们才能理解父母每天上班的痛苦，才能理解赚一毛钱是怎么难
从而他们才懂父母的痛苦，珍惜钱，不乱花钱。	从而他们才懂父母的痛苦，珍惜钱，不乱花钱。
再加上半工半读可以让大学生累积许多经验，对他们以后的正式工作及生活会有很多帮助。	再加上半工半读可以让大学生累积许多经验，对他们以后的正式工作及生活会有很多帮助。
每天要服务顾客，我学得上跟别人交往的时候，要怎么说，面貌要怎么表达，发生顾客不满意的事情，要怎么解决等人际关系的技能。	每天要服务顾客，我学得上跟别人交往的时候，要怎么说，面貌要怎么表达，发生顾客不满意的事情，要怎么解决等人际关系的技能。
第一个原因是高中时学校不准学生打工，所以学生只好利用像暑假等，较长时间得打工。	第一个原因是高中时学校不准学生打工，所以学生只好利用像暑假等，较长时间的打工。
我常常看到上课时，有些学生睡觉及趴到桌子上，原因是每天打工非常辛苦，可是还是得去。	我常常看到上课时，有些学生睡觉及趴到桌子上，原因是每天打工非常辛苦，可是还是得去。
为什么不先找钱包就已经指责是你拿的呢？他是不是之前也对你不太好啊？	为什么不先找钱包就已经指责是你拿的呢？他是不是之前也对你不太好啊？
为了避免观光客的眼光，我们只好跟著那位小姐走到旁边，让她检查了我朋友的背包。	为了避免观光客的眼光，我们只好跟著那位小姐走到旁边，让她检查了我朋友的背包。
她当然没有找到什么东西啊！就很不好意思的跟我们说对不起。	她当然没有找到什么东西啊！就很不好意思地跟我们说对不起。
她说了好多次，我们也很尴尬，只好跟她笑笑就离开了。	她说了好多次，我们也很尴尬，只好跟她笑笑就离开了。
如果想起那间事情，我也还会觉得一点点害羞！	如果想起那件事情，我也还会觉得一点点害羞！
真可惜妳没有好的消息可以跟我分享，而且妳遇到的情况那么的难过！	真可惜妳没有好的消息可以跟我分享，而且妳遇到的情况那么地难过！
警察来了以后，就马上检查我朋友的包包，而且题很多问题。	警察来了以后，就马上检查我朋友的包包，而且提很多问题。
因为从你到台湾留学的那天至今已过了半年我们就没机会像之前能经常见面的聊东聊西。	因为从你到台湾留学的那天至今已过了半年我们就没机会像之前能经常见面的聊东聊西。
我想虽然那同学的做法真很不对，难道只因为你坐在他旁边就能无证据怀疑你，然后当场检查你的包包。	我想虽然那同学的做法真很不对，难道只因为你坐在他旁边就能无证据怀疑你，然后当场检查你的包包。
我认为，连警察如果没有证据也不能检察别人的东西吧。	我认为，连警察如果没有证据也不能检查别人的东西吧。
因为我是最接近她的人，所以在警察面前我很乐意把包包打开让警察们检查。	因为我是最接近她的人，所以在警察面前我很乐意把包包打开让警察们检查。
可是她包理没有我的钱包，以后她一直恨我，我跟她的关系就断了。	可是她包里没有我的钱包，以后她一直恨我，我跟她的关系就断了。
因为老师们常常听听学生们的困难，一定会比你门经验丰富，知道一个好办法，能处理这样的事。	因为老师们常常听听学生们的困难，一定会比你们经验丰富，知道一个好办法，能处理这样的事。
受到妳的邮件，我一遍高兴一边难过，是因为妳的邮件让我开心，可是妳的消息让我惊讶。	收到妳的邮件，我一边高兴一边难过，是因为妳的邮件让我开心，可是妳的消息让我惊讶。
那位同学，钱包找到了没有？如果还没找到的话，她心里还事会不太稳定，所以妳帮她找一找她的钱包吧！	那位同学，钱包找到了没有？如果还没找到的话，她心里还是会不太稳定，所以妳帮她找一找她的钱包吧！
起初我以为趁我去洗手间的时候，坐宰我旁边的人头我的手册。	起初我以为趁我去洗手间的时候，坐在我旁边的人偷我的手册。
可是，原来是，我忘记了我自己把那本手册放进背包里。	可是，原来是，我忘记了我自己把那本手册放进背包里。
以后，我再也不会随便怀疑他人了。	以后，我再也不会随便怀疑他人了。
也许，她也现在在后悔无缘无故地怀疑你呢。我希望你跟她和好！	也许，她也现在在后悔无缘无故地怀疑你呢。我希望你跟她和好！
那，今天说到这里，以后请你告诉你们和好的事！	那，今天说到这里，以后请你告诉你们和好的事！
如有难过的是你再跟我联系，我很乐意帮你。	如有难过的事你再跟我联系，我很乐意帮你。
可能你的同学还不知道你是非常诚实的一个人，在加上国外情绪比较难控制的事实，就造成你同学这种态度。	可能你的同学还不知道你是非常诚实的一个人，再加上国外情绪比较难控制的事实，就造成你同学这种态度。
很多的人象垃圾车一直受到人家负面影响之后，找个地方把这一堆垃圾仍丢，所以你的清白并不表示这些「垃圾车」不会想把垃圾放在你身上。	很多的人像垃圾车一直受到人家负面影响之后，找个地方把这一堆垃圾仍丢，所以你的清白并不表示这些「垃圾车」不会想把垃圾放在你身上。
我刚收到了你的信、听说你之所以很难过，是因为这件事。	我刚收到了你的信、听说你之所以很难过，是因为这件事。
其实、世界上除了这件事以外、很多人或事情让你觉得难过、还有他们会试试看你的意志、信、而心情。	其实、世界上除了这件事以外、很多人或事情让你觉得难过、还有他们会试试看你的意志、信、而心情。
你能够给他们看看你的度量在你做的凡事上表现你的智慧！	你能够给他们看看你的度量在你做的凡事上表现你的智慧！
谢谢你的事情告诉我、有烦恼的事情随时连络我、我们都是朋友嘛、跟我一起背难过的事情、跟我一起分享快乐的事情、好不好？！	谢谢你的事情告诉我、有烦恼的事情随时连络我、我们都是朋友嘛、跟我一起背难过的事情、跟我一起分享快乐的事情、好不好？！
